Device,Title,ReviewText,SubmissionText,UserNickname
Galaxy-s7,So far......really good!,"I just recently purchased this phone and can't give a longevity review, but I can say this phone far exceeded any expectations I had before I purchased it! It has been an easy transition from my previous phone. I was able to get the gold color. With the wall paper available on the phone itself, it makes for a nice appearance. Am pleased with the battery performance (texting, calling,&YouTube). The battery really does \",2016-06-20T02:51:1,Belulah
Galaxy-s7,S7,I bought this phone last week and I love it!,2016-06-20T01:02:3,Christagettis
Galaxy-s7,WOW,Love the new S-7 so many cool features.3-d pictures and so many other cool things.,2016-06-20T00:12:0,hames weatherbee
Galaxy-s7,Easy Transistion,Great phone thus far,2016-06-19T23:18:1,Ms Ginny
Galaxy-s7,Mr.,Good stuff on this phone,2016-06-19T21:50:3,Peanutgi
Galaxy-s7,Great features!  User friendly,I have had this phone a week now and I'm loving it!,2016-06-19T21:17:0,Tress
Galaxy-s7,A pretty Great Phone!,"I had the Galaxy S6 and thought i had the Best! Now I know I have the Best! Easy to use and Smart! I Love it! So glad I was able to get this new phone so quickly. Its almost the same, but I can see the difference and its Great!",2016-06-19T21:15:0,travelingjill
Galaxy-s7,Better than S6,Longer battery life than S6.  I like the always on time and date display.,2016-06-19T21:02:5,HomerTJones
Galaxy-s7,Love the phone and the deal I got!,Love this phone and it's features,2016-06-19T20:59:4,scouter2066
Galaxy-s7,"So far so good.  Much yet to learn, but easier to use than my non-smart phone.",My first Smart Phone.  Easier than I expected to operate.  Still have much to learn.,2016-06-19T20:56:4,jrus
Galaxy-s7,Great Phone,The only think that I don't know if I like is the Alarm clock. It doesn't shut off after a minute and go to snooze.it stays on the whole time. Wish there was a way to change that setting. Other than that it's a  GREAT PHONE,2016-06-19T20:43:2,TupperTurtle
Galaxy-s7,Loved it right away,Liked it from the start,2016-06-19T20:38:0,KoreyJ
Galaxy-s7,Who you gonna turn to.,"Rocky start at first with this purchase.  Could not use it for the first week or so but now I am very pleased to keep it.  It's faster , no down time, send and receive messages faster, clearer screen, better apps that work better.  All around better phone.",2016-06-19T20:17:3,mesome
Galaxy-s7,Great phone,So happy that I got the s7,2016-06-19T20:16:5,Killer456
Galaxy-s7,Samsung Over apple,I bought this a few weeks ago and immediately more happy with it than any of my previous smart phones which were all apple products.,2016-06-19T19:49:0,Gwhelps
Galaxy-s7,Very easy switch,Best phone I've had yet. Very happy with my purchase,2016-06-19T19:02:0,Hann
Galaxy-s7,Awesome phone!,This is a great phone.  I love the wireless charging.  The battery life is really nice.  It gets me through a full day and more.  Highly recommended!,2016-06-19T18:56:2,tone430
Galaxy-s7,Love it!!!,It is much better than the LG I had before. Better battery life and speed.  Easier to handle in my small hands.,2016-06-19T18:54:4,KJC1973
Galaxy-s7,Very nice and clean upgrade,I was ready for a new phone and the timing was perfect. It really feels like I can do a lot more.,2016-06-19T18:34:1,Gerald LeMelle
Galaxy-s7,Love this phone!,"The galaxy S7 is a vast improvement from the S4.  The camera takes awesome pictures, the battery lasts twice as long, and the display is bright and crisp.  I love that it is water resistant.",2016-06-19T18:25:0,Jessle34nc
Galaxy-s7,Great Phone xD,"I switched to this phone a little under a month ago. I love it. It's battery lasts me all day, even when it says it's about to die. It's super fast and has run very smooth the entire time. The camera is fantastic. It works as well as my actual camera. Sky pictures even turn out great! I can hear people easily during phone calls and they can hear me. There are a ton of great features. I would definitely recommend this phone to anyone in the market for a new one. :)",2016-06-19T18:23:2,GallifreyPickles
Galaxy-s7,"Love galaxy phones,  this is the cream of the crop","Only had this for 3 weeks,  but what an impressive phone,  coming from an s6 and I'm  still impressed.  The one phone that finally has it all,  water proof,  SD card, 4gb\r\nRam, and the camera, man,  the camera is unbelievable. Well done Samsung I have no interest in the fruit phones in the least anymore. These android phones are freedom.",2016-06-19T14:28:2,Mnrob
Galaxy-s7,Easy transition...,Very glad I bought this,2016-06-19T04:32:5,Mitchee
Galaxy-s7,Nice,I like it  a lot  to got 2,2016-06-19T02:48:0,Jamesmcook19
Galaxy-s7,Great new features,I appreciate having the new selfie option 2 just touch the heart monitor. We also like the double click on the home key and it goes right to the camera settings that is a great feature for catching the grandchildren in the act.\r\nWe do miss the hover feature that was available on the Galaxy S5 it is missing on the Galaxy S7.,2016-06-18T23:50:2,Datsunlives
Galaxy-s7,Easy to use,Replaced  my old Motorola RazorMaxx with the S7. Have a Samsung tablet so the transition was easy.  It's a little bigger but so thin that you don't notice. Discharges faster but running a lot more apps.,2016-06-18T22:55:3,tiatoo
Galaxy-s7,Awesome Handheld,"Everything on this device is fast. Keep in mind that this is a handheld computer that happens to have a very cool phone included in it. Incredible photos, even in low light and at night. Awesome video for recording or streaming while on a call. This is a device anyone should be very pleased to own.",2016-06-18T22:52:3,T J T
Galaxy-s7,Sweet phone,It's a super sweet phone,2016-06-18T20:30:1,UnclePaulyRN
Galaxy-s7,Phone review,"I'm enjoying my graded Galaxy S7 phone, the features are great!!",2016-06-18T20:06:2,Monica500
Galaxy-s7,3347012517,I just got it 2 weeks ago and love my phone and version's service. I couldn't be happier,2016-06-18T19:24:4,Craig the poolguy
Galaxy-s7,Awesomeness,It'd just awesome and smooth,2016-06-18T19:18:2,Willypair33
Galaxy-s7,Easily operated great interface,I've had it for a month and ive hade no problems and excellent service,2016-06-18T19:03:3,Silvablitz
Galaxy-s7,great phone,fast and now with memory upgradable,2016-06-18T19:03:1,sharons s7
Galaxy-s7,Easy transition,I bought this a week ago after my son broke my S5 and glad I did,2016-06-18T18:45:4,Amandifer
Galaxy-s7,Love the camera!,Takes amazing photos! Battery lasts way longer than my S5!,2016-06-18T18:41:0,Jhood84
Galaxy-s7,Great features and improvements to access various functions.,"The phone came with the extra accessory of an external charger... yay!!  \r\nI also submitted the form to receive the 'free' VR Gear (6-8 weeks before delivery).\r\nReally fast access to Google, and the Camera for front/rear view shots... a plus.\r\n\r\nOnly complaints are:  \r\n1) My email inbox no longer shows ALL items... i.e., some emails that are new (but dated last month), and some that are old, but I kept for reference.\r\n2) I don't use my phone a lot, but still have to charge the battery every 1 to 1-1/2 days. Only gave the 'performance' 4 stars because that might be and issue for heavy-users who would have to charge more often.",2016-06-18T18:39:3,SKN11
Galaxy-s7,Switched from iPhone.,I was reluctant to switch from iPhone to Samsung but I am so glad I did. It was easy to learn the system and the screen is so much bigger and easier to read. The camera is the best. I'm still learning some of the fine points of the phone but it is fun and a great adventure.,2016-06-18T18:29:4,Robert5318
Galaxy-s7,Awesome phone,"Got it a week ago, love it!",2016-06-18T18:23:4,Troyan
Galaxy-s7,Samsung s7,"Upgraded phone, love the features",2016-06-18T18:18:1,Bobbyjt
Galaxy-s7,Great Battery,I purchased the S7 a few weeks ago and just love it. It's fast and has an awesome battery life. It comes with a lighting charger for really quick charge.,2016-06-18T14:08:1,MRCLEVELAND
Galaxy-s7,Easy upgrade,It was so easy to upgrade from an S4 and the new features and OS make me feel like a kid in a candy store. The longer battery life and rapid charging are must haves for any busy lifestyle.,2016-06-18T12:59:3,anato
Galaxy-s7,Technology.....,"Very powerful,  takes a little getting used to. Glad I bought this.",2016-06-18T12:09:2,Mr Ken
Galaxy-s7,Great Phone,Very easy to use...friendly apps.,2016-06-18T11:59:1,Ginny99
Galaxy-s7,"So many features, very natural transition","Bought the S7 about 10 days ago, upgrade from S5. Love it.",2016-06-18T03:38:4,SoButterfly
Galaxy-s7,Best phone I have ever owned!,Enjoying all my phone's  features.,2016-06-18T03:08:3,HankDPAr
Galaxy-s7,Nice phone!,Similar enough to the older version to avoid a complete learning curve nightmare as trying to get used to new phone.,2016-06-18T01:14:3,Jenn in CT
Galaxy-s7,Perfect for me!,Now I see what all the hype is about. No hype. All true!,2016-06-18T01:04:1,Sharonella
Galaxy-s7,8015481196,Good transition from s4 just took some time to find things I used a lot but they were there just had to search menus,2016-06-18T00:36:4,Like it
Galaxy-s7,"I am still learning some of the features. So far, I am happy with it.",Had it less than a month. Takes great photos.,2016-06-18T00:08:2,0743
Galaxy-s7,Would not change a thing,Had trouble with two Motorola phones do not have any trouble with this phone.,2016-06-17T22:11:2,johnymolly
Galaxy-s7,Great phone,"Upgraded from s5. S5 was great, this one is faster, with better camera...awesome",2016-06-17T21:21:2,Fred Mertz
Galaxy-s7,How I like my phone,This is my first phone in a real long time.  I usually use my Note or laptop.  Still getting used to everything it can do.,2016-06-17T20:57:5,Lilstietz
Galaxy-s7,great,I've only had it for a week but I'm loving it so far. The battery is lasting longer than expected. The camera has excellent resolution,2016-06-17T20:39:5,macalston
Galaxy-s7,5133097123,"I bought my phone 3 weeks ago and I love it so much, that idk why I didn't sooner!",2016-06-17T20:35:5,Ashley3429
Galaxy-s7,Best on the market,"I purchased my new Galaxy S7 2 weeks ago over the Iphone 7. I knew that no matter which phone I got, I'd be getting the best of the best out today. Through further use of the phone I've found that the Galaxy S7 is THE best phone out right now",2016-06-17T20:01:1,Vinny C
Galaxy-s7,Great phone,"I thought I liked iPhones more but after getting familiar with the galaxy s7, I'd say this is the phone to go with. It has better features in my opinion.",2016-06-17T19:18:3,Nikki805
Galaxy-s7,I love my phone,"I traded in my Galaxy S3 because it was heavy and cumbersome with an extended battery. I am delightfully surprised by my new Galaxy S7. Light, bright, efficient, great sound, great WiFi, and all the other good adjectives.",2016-06-17T19:08:2,GLT1
Galaxy-s7,17243554148,I just got this phone a week ago and have been discovering all sorts of things to do with it that I wasn't able to do with my other phone.,2016-06-17T18:54:3,mjs2431
Galaxy-s7,Great,Awesome phone so far. Love the new features. I went from s5 to s7. Love it,2016-06-17T18:43:3,Sam2007
Galaxy-s7,Wonderful phone,Went from an S5 to the S7.  Easy transition and with much better battery life.  Am very pleased!,2016-06-17T18:41:0,One happy customer
Galaxy-s7,It is everything I expected it to be,"I switched from a different brand of phone, and was very happy the transition wasn't hard at all. I'm very happy with my decision!",2016-06-17T18:30:0,TallNan
Galaxy-s7,Best phone I have every owned.,"My previous phone was the Galaxy S5, and although the phone worked great, I started to lose interest fast. My fiance has the iPhone S6 Edge and that thing is great. However, I decided to trust Samsung and give the 7 a try and it is amazing. The feel in my hands and the look of the phone is unmatched. I really love the features that come with it, such as the manipulation of the camera, the always on mode, etc. I would definitely recommend this phone.",2016-06-17T18:24:1,Keith St
Galaxy-s7,Love this phone!,I love this phone!  It took a little time to learn it and to customize it but I love it!  Pictures are so vivid and it is so fast!  Glad I got it...,2016-06-17T16:38:0,Shirril
Galaxy-s7,Great phone,I got this phone almost two weeks ago and I love it,2016-06-17T15:32:2,Ssmithson1975
Galaxy-s7,Awesomely fast!,My Samsung 7 is fast!!! and easy to use. Love it!,2016-06-17T14:08:3,Chessca
Galaxy-s7,Awesome - Love it !,It' a computer in the palm of my hand.,2016-06-17T14:01:2,Whaya
Galaxy-s7,Excellent upgrade,The features are intuitive and very user friendly.,2016-06-17T12:19:2,Cjsmith908
Galaxy-s7,Mr,I've been with Verizon for less than a month I like your service,2016-06-17T03:41:1,Alx9
Galaxy-s7,Great phone!,"Just bought, traded in my Galaxy S5, it was time, love this new phone. Takes great pictures.",2016-06-17T02:42:0,Bohunkgirl
Galaxy-s7,Easy to use and stylish phone.,"Love the new style, great upgrade!",2016-06-17T02:39:4,Todd67
Galaxy-s7,Love everything on S7,S7 easy to use and the camera is amazing,2016-06-17T01:42:3,Securitychick12
Galaxy-s7,Great upgrade!,Wanted to get a small tablet at home and upgrading to this device was a cinch.,2016-06-17T01:12:0,J1HB
Galaxy-s7,"Great phone, great camera","Still learning all the features, this phone has it all",2016-06-17T01:04:4,Hercowboy101
Galaxy-s7,Device,I love this phone. Would get another,2016-06-17T00:18:4,Toto8266
Galaxy-s7,perfect,"super happy with purchase. exactly what I hoped it would be. really did not want to replace my s3 mini, but glad my family did an intervention with me.",2016-06-16T23:16:3,wildgoose13
Galaxy-s7,Great battery life,I'm happy with it. It has all the features I want and great battery life.,2016-06-16T22:53:5,raynes01
Galaxy-s7,Great phone,It Operates with ease,2016-06-16T22:26:5,Momjack1951
Galaxy-s7,Awesome it works,Wished I ws able to purchase much soone,2016-06-16T21:59:5,Shoosie
Galaxy-s7,Great upgrade from my Stone-age S3!,Haven't had time to read over the features but actual use has been easy,2016-06-16T21:57:1,Lady K
Galaxy-s7,Love this phone !,"I have always been a Droid fan, but this Galaxy  S7 has stolen me away, with no regrets",2016-06-16T21:56:4,Trublu106
Galaxy-s7,6202400448,Love the color and ease of use.,2016-06-16T20:52:2,Ga Ga
Galaxy-s7,Great phone,After two weeks I am extremely satisfied with the phone,2016-06-16T20:49:5,mlponti
Galaxy-s7,Samsung-Galaxy S7,"I bought this phone when my old one died.  So far it has been a great phone.  It has a lot of features I haven't explored yet, but the ones I have work great.",2016-06-16T20:38:5,SunshineLady
Galaxy-s7,Galaxy 27,Just got phone last week. I love it. Best galaxy phone yet.,2016-06-16T20:31:0,Jkit
Galaxy-s7,So much easier to see in the bright sun!,Replaced S3 and it's a great improvement. Love that I can see the screen even when I'm outside in the bright sunlight.,2016-06-16T20:17:3,N Fort Myers
Galaxy-s7,Galaxy S7,Got it a few days ago. Love it!,2016-06-16T20:15:5,HTH63
Galaxy-s7,Great phone,Just got it a week ago. But I love it.,2016-06-16T20:14:4,Saramo85
Galaxy-s7,Samsung 7S,"Just bought the Samsung 7S, and am super pleased with the new functions.",2016-06-16T20:13:5,JTintheHouse
Galaxy-s7,Easy Transition,I purchased my Galaxy S7 a week ago. Absolutely love it!,2016-06-16T20:08:2,pdrich67
Galaxy-s7,Awesome,"Bought it maybe 2 weeks ago, simply astounding speed, amazing download times, and excellent service.",2016-06-16T20:01:1,LimaForLife
Galaxy-s7,New phone,I've had this phone a week.  All my data transferred. It had many new features that I really like.,2016-06-16T19:51:2,Skips woman
Galaxy-s7,samsung-Galaxy s7,I am sure once I learn how to use it the phone will be good but for now confused with it. Do they have class you can attend on how to use it. I know when I had my galaxy 4 they had a class you could sign up for,2016-06-16T16:51:3,done have one
Galaxy-s7,Samsung Galaxy S7 Great!,"Changed from an S4 Mini to the S7, and love it!",2016-06-16T16:00:4,eileens
Galaxy-s7,Switched after 11 years,Switched from another carrier who did not have good phone service everywhere,2016-06-16T12:58:0,NormaLou
Galaxy-s7,Great  features,I  bought  it  about  2   weeks  ago.  I  am  real  satisfied  with  it.,2016-06-16T12:39:5,judygrace
Galaxy-s7,Love the Size,The camera and size are great. Only had it for a week. Still figuring out all the features,2016-06-16T11:14:4,EKDE
Galaxy-s7,Love it,Bought it over a month ago and just purchase my 2nd one.,2016-06-16T06:39:4,Cd9bbs79
Galaxy-s7,7739527382,I'm happy with the phone,2016-06-16T05:43:2,Larry 1959
Galaxy-s7,great phone,happy with phone and works great,2016-06-16T00:55:2,billieblue
Galaxy-s7,s7,I got this about two weeks ago an really like it,2016-06-16T00:14:5,daffy134
Galaxy-s7,Love this phone,My last phone was an S4.  This is so much better!  Haven't found a feature I don't like.,2016-06-15T23:46:5,Arassi8
Galaxy-s7,Awesome,I love it... the new features are easy to use,2016-06-15T22:36:4,Vero46
Galaxy-s7,Great so far,Bought 2 weeks ago Happy so far,2016-06-15T21:38:4,Phil Witt
Galaxy-s7,I love my new Galaxy S7!,"I had the Galaxy S5 and was jealous when my husband upgraded to the S6.  However, once I realized memory could not be added to the S6, I was determined to keep my S5 forever.  I was hopeful that Samsung would wise up, not be like the iPhones, and the S7 would allow us to add memory with an Sd card.  My wish came true!  So far, the S7 has been great!",2016-06-15T21:12:1,CCrosswaite
Galaxy-s7,Great phone/camera,"Clear call quality, sharp, clear display",2016-06-15T21:09:4,lobwedge60
Galaxy-s7,Was a nice transition from the iphone.,So far so good!  Loving the device.,2016-06-15T20:34:3,aborth
Galaxy-s7,Very user friendly,Best phone I have ever used,2016-06-15T20:07:5,Johno33
Galaxy-s7,The S7 is an awesome phone!,"I'm so glad I skipped the S6, and waited for the S7!",2016-06-15T19:56:2,Rocking_Islander
Galaxy-s7,Awesome phone.!!!!!!!!,Love it. It's better than the S5.,2016-06-15T19:14:2,Poly1901
Galaxy-s7,Love the search feature in emails,Broke the face on my S4 so I decided to upgrade all the way,2016-06-15T18:36:0,Great Choice
Galaxy-s7,Battery life,Loving the phone.  It runs quick and the battery easily lasts all day with heavy use,2016-06-15T18:31:3,Schelby
Galaxy-s7,"Great features, and easy to use.","I recently purchased  the Galaxy S7, and  I  have  been very happy with it.",2016-06-15T17:45:0,Mamie40
Galaxy-s7,Old phone battery died,bought 2 weeks ago ok,2016-06-15T14:44:3,none4uqwsa231
Galaxy-s7,"Great Camera, was easy to change over even though \","I am glad that I switched, this phone has some great features",2016-06-15T11:38:1,hjk121
Galaxy-s7,Samsung Galaxy is way better the iPhone,I purchase my phone a week ago today and I love it! I was a long time iPhone sure I do not know why I did not which sooner. I happiest day of my life is the day I got to uninstill itunes. The feature of the Galaxy work way better with my PC and they offer way more apps. I will never part with my Samsang Galaxy. Thank You,2016-06-15T02:53:4,JefferyB333
Galaxy-s7,was easy for me to tansition to. love it.,is a great phone. i am finding it easy to use.,2016-06-15T01:22:0,greyiz37
Galaxy-s7,"Easy to use, fast, very fun to use.",Im a brand new customer and so far I LOVE VERIZON!!!,2016-06-14T23:55:0,Ctina888
Galaxy-s7,S7 is great,I love the phone. Easy to use!,2016-06-14T22:20:0,Shelly L
Galaxy-s7,An outstanding phone in every respect,I bought this phone as a replacement for my Galaxy S4.  This new Galaxy S7 is just another example of a superior phone in a long line of excellent products from Samsung,2016-06-14T21:58:2,Jammmer_58
Galaxy-s7,Samsung Galaxy S7,Only had these for a week but so far I love it!,2016-06-14T21:16:2,romi64
Galaxy-s7,Love the ease of use,Just bought this phone as an upgrade from an old android. Love the ease of use and the features that this phone has that my old one didn't. Also love the fact that this phone has a ton of memory built into it and is also expandable. Would definitely recommend this phone to anyone.,2016-06-14T20:28:0,Angie2016F
Galaxy-s7,Easy transition,I bought this phone last week.  Easy to use.  Great features.,2016-06-14T20:00:5,Carol W
Galaxy-s7,Always a fan of Samsung,I switched from apple a while ago. Was planning to go back but I'm so happy I stuck with trusty Samsung!,2016-06-14T19:49:5,M0rg1e
Galaxy-s7,Fast processing,"Great phone,  takes great photos. Happy with my experience so far.",2016-06-14T19:46:4,Dutchman 328
Galaxy-s7,So far so good,So far I love this phone.  It is quick and easy to use.  The wireless charging is awesome.,2016-06-14T19:07:3,dlphn731
Galaxy-s7,Great phone!,I bought this about a month ago and I'm extremely happy with it. The Phone itself runs very smoothly and the service with it is amazing. Couldn't have had made a better choice,2016-06-14T18:57:2,Calogero_814
Galaxy-s7,Awesome,I've only had it a short time but I love our,2016-06-14T18:21:2,Pooh bear
Galaxy-s7,Love  this Galaxy S7,This phone very fast and easy to use.,2016-06-14T15:42:3,Heru
Galaxy-s7,7155703553,"I bought this phone 2 weeks ago and I love it! It is easy to use and is performing up to my expectations! It's a little heavier than my S4 mini, but I do like the sleek design.",2016-06-14T11:12:4,wilcoxsaral
Galaxy-s7,great transition from my old phone. i love being able to listen to samsung radio,its great. I am really enjoying the phone,2016-06-14T05:32:3,Poopsie Pie
Galaxy-s7,Easy to learn.  Easy to read,I bought this phone a month ago.  It was so easy to learn how to use.,2016-06-14T04:00:1,ejk1
Galaxy-s7,User Friendly,I have only had it for a month.  So far I really really like it.  Taking a free class to learn all I can because I have never owned a smartphone until now.  It takes GREAT photos.,2016-06-14T03:46:4,princessPH
Galaxy-s7,So much more fun and easier to see.,"I love the size of the screen. Apps are easy to get. Ringtones for days. I must say that the battery life is rather short if you use the phone for anything other than a phone. But overall, it is a great phone.",2016-06-14T02:29:5,Darlene12
Galaxy-s7,Upgrade AWESOMESS!!,There is a reason I stay with Samsung Galaxy S series.  I just traded in my S4 for an S7.  the upgrades were things I thought were great and I saw some of the upgrades matched some of my comments to the Samsung company for improvements.  thanks for listening,2016-06-14T01:44:3,Courtdawg196165
Galaxy-s7,Samsung 7,I recently upgraded from my s3 to the new s7 and love it. This was an excellent decision.,2016-06-14T01:19:1,JoeM100
Galaxy-s7,Samsung Galaxy S7,Love it! Very happy!,2016-06-13T23:24:0,Tuff8200
Galaxy-s7,Was fairly easy the transfer and get used the the phone.,Was happy with my old S4 but I am glad I broke it. Some new features take a little to get used to but all in all....... love it. My mother was even jealous. Very good service at the Bemidji MN store (close to the Walmart).,2016-06-13T21:58:1,dwilkerling
Galaxy-s7,I'm enjoying my new phone.,The camera features are great.,2016-06-13T21:13:3,Snow111111
Galaxy-s7,It dun be good yo,I dun bought this here talkin masheen for the old lady and me an by a bears fery but I dun think this thing smarter then me!,2016-06-13T20:38:5,Cleetus
Galaxy-s7,Awesome upgrades.,Really happy with all the new features Anna ease of use.,2016-06-13T20:13:4,D1o3c
Galaxy-s7,S7,Great phone period! !,2016-06-13T19:47:2,MillerN14
Galaxy-s7,Great phone,Love this thing!!!!!,2016-06-13T19:21:5,Thall8705
Galaxy-s7,So Far - Awesome,"Easy to use, much like my old S5 but with great upgrades & options",2016-06-13T18:49:4,dannykt
Galaxy-s7,Love how fast it is,Didn't really want a new phone but am very glad I got it. My daughter loves he's as well!,2016-06-13T17:29:5,Tbird60andjohnnyangel100
Galaxy-s7,Easy to use great features,Great performance and looks sharp,2016-06-13T16:14:4,Becca3474
Galaxy-s7,Samsung Galaxy s7,"So far so good, I switched from a iPhone",2016-06-13T15:59:2,Gidg
Galaxy-s7,I love my phone,This is a great phone.. Good for business clients.. easy to use and stylist..,2016-06-13T14:04:3,Mama D
Galaxy-s7,S7,Glad I got the s7. Best choice that I made.,2016-06-13T12:09:4,Joe1976
Galaxy-s7,Great features and perfect size!,"This phone is very sturdy, very fast, and it literally took minutes to transition everything over from my old phone and have everything set up the way I like it. I have never had a phone that I loved more than this one.",2016-06-13T10:11:0,uagyrl
Galaxy-s7,Galaxy s7,Bought a week ago great phone,2016-06-13T07:15:4,Bigdog83
Galaxy-s7,Great,Love it so far. The phone is faster then the s5,2016-06-13T04:14:4,Kjmac2525
Galaxy-s7,Love this phone,"I love this phone so much better then my iPhone. The pictures it takes are phenomenal, I would recommend this phone to everyone!",2016-06-13T02:10:0,Jtunke
Galaxy-s7,Great new functions to stay connected when away from the family!,We bought three new s 7's and  couldn't be happier. The new video call feature has helped us stay connected when people are away on trips.  The many ways that it can be customized makes sure we don't mix up the phones.,2016-06-13T01:49:1,Redsafire
Galaxy-s7,"Great phone, Samsung doesn't disappoint",Went from a galaxy 4 to this galaxy 7 and I'm so happy I waited so long to up grade. Totally worth it. Only issue is the glass screen cover doesn't cover the entire screen but you get used to it,2016-06-13T01:37:0,Steph1509
Galaxy-s7,S5 to S7 smooth move,"We put off upgrading because the decisions are hard to make. This time it went pretty fast. The S7 is a phone you know how to use but it has so much more to offer, speed, screen, memory, rugged and updated OS. Everything I need to do it does it so much better. Plus it's waterproof. Longer battery life, wireless charging and great Bluetooth in the car. It's a Nationals type home run for me.",2016-06-13T00:14:3,MurpheyDen
Galaxy-s7,Great Features!,"I bought this Galaxy S7 a few weeks ago and I absolutely love it! The fingerprint unlock is awesome. And I love how you can add more than your thumb. I also love the interface. I upgraded from an S3 and I'm already used to Samsung. I also like that it's water proof and dust proof, too!",2016-06-12T22:36:4,Abby19
Galaxy-s7,"Fast, great screen, lots of apps available.",Switched from Windows 10 phone since it is going nowhere. All transitions were smooth except the calancer does not sync well with my PC. Email with outlook is fine.,2016-06-12T21:15:2,Geneoreno
Galaxy-s7,Like phone,Only had phonenough a week,2016-06-12T20:37:2,Sbraswell
Galaxy-s7,Great phone!,"Love almost everything about it, but needs a larger selection of ringtones.  But there are lots of apps for that.   It's fast, has a gorgeous display, and is easy to use (after my LG2).",2016-06-12T20:25:3,Linda2700
Galaxy-s7,Has exceeded expectations,Just learning the features however the overall ease of use is great. Far better in speed and intuitiveness than my previous phone,2016-06-12T20:03:2,ubettcha
Galaxy-s7,New phone,Incredible camera produces professional quality photographs.  Love the speed and the ease of transition from my Samsung Galaxy S5 to this new S7,2016-06-12T19:24:0,Renee SC
Galaxy-s7,Love this phone!,I switched from the s5 to s7. Samsung makes the best phone period.,2016-06-12T18:43:3,Jarzack
Galaxy-s7,Love it!,I love the battery time,2016-06-12T18:42:1,Stingraydes
Galaxy-s7,Wonderful,I have had just about all of the Samsung models and I  simply love it.,2016-06-12T18:39:2,Tee Bee
Galaxy-s7,Great Phone with Top of the Line Features,"The Samsung Galaxy S7 is one of Samsung's flagship phones. It lives up to it's name, and my expectations.  All around great phone with features and hardware that you'd expect from the newest technology.",2016-06-12T18:24:4,dharris79
Galaxy-s7,Love it!,I bought the phone a week ago and so far I love it. Still learning all the new things it does,2016-06-12T15:24:5,Tina1966
Galaxy-s7,Superb!,Simply excellent device,2016-06-12T14:59:4,PMenardy
Galaxy-s7,Another great Samsung Galaxy,Live this phone even better than the Note I had previously.  Transition was easy.  Great features.,2016-06-12T13:24:1,AZ Goddess
Galaxy-s7,Great phone,Great phone and features,2016-06-12T12:15:4,N2speed
Galaxy-s7,Very Plaesed,"This the best phone I have ever owned. Battery life is outstanding. I work in places with such terrible reception that have drained other phones, but not his one. Easier to operate too.",2016-06-12T09:11:1,Mr Zeke
Galaxy-s7,Why I enjoy my Samsung! Great photos!,I enjoy taking photos and am still learning all the features,2016-06-12T01:16:2,Suzy Q
Galaxy-s7,Another great Samsung phone with comfortable handling!,"I bought a gold Samsung Galaxy S7 a week ago and I love it! I had a white Galaxy S4, prior to buying the S7. I'm eager to learn as much as I can about using the changed/improved features of the S7 ! Monthly payments are a godsend!",2016-06-12T00:13:1,trop37cari
Galaxy-s7,Great Smartphone,I bought it a week ago and I love it,2016-06-11T22:05:2,Hootsie
Galaxy-s7,Best galaxy phone hands down,Blows away all other phones in 2016.,2016-06-11T22:01:0,sweetbone13
Galaxy-s7,Amazing phone.,"Upgraded from galaxy s5 to this, and I'm wowed!",2016-06-11T18:54:3,Bud P
Galaxy-s7,Love the new features and design.,Love the updated fingerprint scanner had the s5 and had nothing but problems with it with the s7 it works everytime.,2016-06-11T18:40:4,Bdawwg67
Galaxy-s7,Love the S7,I still had the S4 and was so in need of a new phone. The S7 was the right choice.,2016-06-11T18:34:2,Melkay56
Galaxy-s7,Love it,Love the size and soeaker,2016-06-11T18:25:2,JEJ1
Galaxy-s7,Great phone,So far this phone is great....I live Samsung phones so I'm not worried. It's a good phone,2016-06-11T18:21:4,Whynot73
Galaxy-s7,3028979786,"Bought the phone a few weeks ago and love it. Camera is great, apps are great, and I just love the phone. Only downfall is the battery. It's slowly getting better but I find myself charging it once or twice throughout the day.",2016-06-11T18:20:1,Anthonys_Era
Galaxy-s7,Galaxy S7,Very happy with the galaxy s7.,2016-06-11T18:18:5,Pulgas
Galaxy-s7,Love this phone!,"The HD calling is amazing. This phone has so many great features I don't even know where to start. As for the battery... I use my phone throughout the day and I've never had a problem.  I charge it overnight every night,  and by 10p I still have at least 30% charge. I'm just wishing I have bought this phone sooner.",2016-06-11T17:12:0,Mdel
Galaxy-s7,From a nexus 6 to galaxy s7,"Didn't think I'd like this phone that much,  but it's been great",2016-06-11T16:03:2,Rpal
Galaxy-s7,"Still learning, but a lot like my previous phone","Only had this phone 2 weeks, but have gotten to know how to work  it.",2016-06-11T11:58:1,Baby chicken hen
Galaxy-s7,Easy to use,"Very glad to switch my boys from a prepaid phone to this one.  So many great features, good battery life and nice protection from water.",2016-06-11T11:45:3,4boysformom
Galaxy-s7,Very nice phone!,"Moved from a Samsung Note 3 to the S-7 and was most pleased with the battery performance.  Love the faster charging, too.  Have only had the phone for a week or so and am still familiarizing myself with all of the features and trying to figure out what works best for the way I want to use the phone, but am very happy with it, so far.",2016-06-11T01:31:2,carl65
Galaxy-s7,Love it!,I'm glad I upgraded from the S5 to the S7.  Much easier to use and a ton of cool features.   I love it!,2016-06-11T01:10:0,scoob42
